Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
sample11_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.23199999332427979,0.11469999700784683,0.39410001039505005,0.10329999774694443,0.842199981212616,0.012799999676644802,0.018799999728798866,0.13050000369548798,0.08320000022649765,0.10719999670982361
sample12_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1703999936580658,0.08420000225305557,0.22910000383853912,0.06459999829530716,0.7174999713897705,0.05040000006556511,0.005499999970197678,0.04969999939203262,0.04899999871850014,0.015399999916553497
sample13_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2653999924659729,0.11389999836683273,0.43869999051094055,0.1266999989748001,0.6097000241279602,0.02459999918937683,0.09109999984502792,0.1988999992609024,0.22290000319480896,0.16359999775886536
sample14_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21209999918937683,0.1128000020980835,0.2888999879360199,0.1348000019788742,0.8084999918937683,0.07039999961853027,0.024399999529123306,0.0820000022649765,0.04699999839067459,0.026499999687075615
sample15_GFP_fused,Extracellular,Signal peptide,0.3540000021457672,0.2793999910354614,0.7594000101089478,0.41839998960494995,0.30309998989105225,0.005400000140070915,0.22630000114440918,0.18930000066757202,0.17329999804496765,0.29319998621940613
sample16_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.14339999854564667,0.12200000137090683,0.2590999901294708,0.13930000364780426,0.8761000037193298,0.0038999998942017555,0.06419999897480011,0.07639999687671661,0.0925000011920929,0.11169999837875366
sample17_GFP_fused,Extracellular,Signal peptide,0.3343999981880188,0.08640000224113464,0.8130000233650208,0.1776999980211258,0.5623999834060669,0.07039999961853027,0.14329999685287476,0.18449999392032623,0.13699999451637268,0.10980000346899033
sample18_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1680999994277954,0.14380000531673431,0.15279999375343323,0.10670000314712524,0.8640999794006348,0.016599999740719795,0.04839999973773956,0.07259999960660934,0.10379999876022339,0.18150000274181366
sample19_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2079000025987625,0.15309999883174896,0.16169999539852142,0.051100000739097595,0.916100025177002,0.004000000189989805,0.01940000057220459,0.0502999983727932,0.050999999046325684,0.024000000208616257
sample20_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.20190000534057617,0.1306000053882599,0.4117000102996826,0.10029999911785126,0.7300999760627747,0.09799999743700027,0.028999999165534973,0.10270000249147415,0.11249999701976776,0.14560000598430634
sample21_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2134999930858612,0.13619999587535858,0.16910000145435333,0.10540000349283218,0.9034000039100647,0.017799999564886093,0.01730000041425228,0.06400000303983688,0.04179999977350235,0.05040000006556511
sample22_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.24169999361038208,0.11760000139474869,0.28690001368522644,0.11900000274181366,0.9020000100135803,0.009399999864399433,0.013100000098347664,0.0908999964594841,0.053300000727176666,0.026799999177455902
sample23_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.18479999899864197,0.08389999717473984,0.1923999935388565,0.0778999999165535,0.8855000138282776,0.014999999664723873,0.009499999694526196,0.040800001472234726,0.039400000125169754,0.01119999960064888
sample24_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1770000010728836,0.1736000031232834,0.4131999909877777,0.1460999995470047,0.8507000207901001,0.020500000566244125,0.04010000079870224,0.13750000298023224,0.047600001096725464,0.08760000020265579
sample25_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.19280000030994415,0.07240000367164612,0.2685000002384186,0.09920000284910202,0.7907999753952026,0.012900000438094139,0.020600000396370888,0.13410000503063202,0.1005999967455864,0.05649999901652336
sample26_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.26570001244544983,0.12919999659061432,0.27250000834465027,0.10809999704360962,0.7674000263214111,0.05889999866485596,0.014700000174343586,0.08349999785423279,0.07339999824762344,0.11749999970197678
sample27_GFP_fused,Mitochondrion,,0.38100001215934753,0.2840000092983246,0.5339000225067139,0.17229999601840973,0.5376999974250793,0.03400000184774399,0.10999999940395355,0.08020000159740448,0.08309999853372574,0.03970000147819519
sample28_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.4083999991416931,0.22579999268054962,0.3682999908924103,0.07190000265836716,0.8917999863624573,0.015599999576807022,0.02810000069439411,0.09860000014305115,0.05310000106692314,0.026100000366568565
sample29_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21369999647140503,0.14339999854564667,0.2793000042438507,0.08540000021457672,0.8884999752044678,0.016899999231100082,0.022700000554323196,0.05640000104904175,0.04879999905824661,0.09719999879598618
sample30_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2833999991416931,0.17749999463558197,0.45089998841285706,0.1451999992132187,0.8871999979019165,0.061500001698732376,0.02889999933540821,0.12780000269412994,0.11590000241994858,0.032099999487400055
sample31_GFP_fused,Extracellular,,0.3386000096797943,0.29159998893737793,0.9223999977111816,0.05849999934434891,0.2685999870300293,0.23309999704360962,0.03139999881386757,0.03660000115633011,0.05719999969005585,0.2637999951839447
sample32_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.19910000264644623,0.17090000212192535,0.3052000105381012,0.09619999676942825,0.8652999997138977,0.01140000019222498,0.011099999770522118,0.1071000024676323,0.05119999870657921,0.025100000202655792
sample33_GFP_fused,Extracellular,,0.4684999883174896,0.13910000026226044,0.7644000053405762,0.08100000023841858,0.5938000082969666,0.19470000267028809,0.07000000029802322,0.07760000228881836,0.13600000739097595,0.38260000944137573
sample34_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1599999964237213,0.12729999423027039,0.3321000039577484,0.0877000018954277,0.8708000183105469,0.010700000450015068,0.012799999676644802,0.0820000022649765,0.0697999969124794,0.014000000432133675
sample35_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.19429999589920044,0.16050000488758087,0.29789999127388,0.06679999828338623,0.8726999759674072,0.011599999852478504,0.010300000198185444,0.050200000405311584,0.03689999878406525,0.01269999984651804
sample36_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.18150000274181366,0.08940000087022781,0.3019999861717224,0.0860000029206276,0.84170001745224,0.022299999371170998,0.01119999960064888,0.09449999779462814,0.0982000008225441,0.00860000029206276
sample37_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2856000065803528,0.09319999814033508,0.32409998774528503,0.06599999964237213,0.9277999997138977,0.011300000362098217,0.1136000007390976,0.07660000026226044,0.11469999700784683,0.04780000075697899
sample38_GFP_fused,Extracellular,,0.399399995803833,0.29510000348091125,0.720300018787384,0.30820000171661377,0.5787000060081482,0.018200000748038292,0.04919999837875366,0.12250000238418579,0.10490000247955322,0.33660000562667847
sample39_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.313400000333786,0.1729000061750412,0.16930000483989716,0.1509000062942505,0.6949999928474426,0.1979999989271164,0.04690000042319298,0.09080000221729279,0.05310000106692314,0.12219999730587006
sample40_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.15889999270439148,0.14079999923706055,0.22869999706745148,0.1274999976158142,0.90420001745224,0.022600000724196434,0.030400000512599945,0.11020000278949738,0.03240000084042549,0.15189999341964722
sample41_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1793999969959259,0.08370000123977661,0.30250000953674316,0.10679999738931656,0.8069000244140625,0.01119999960064888,0.03180000185966492,0.12839999794960022,0.07479999959468842,0.0697999969124794
sample42_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.226500004529953,0.14229999482631683,0.24549999833106995,0.07490000128746033,0.8984000086784363,0.010900000110268593,0.023600000888109207,0.0706000030040741,0.08240000158548355,0.007199999876320362
sample43_GFP_fused,Extracellular|Mitochondrion,Signal peptide,0.39959999918937683,0.11249999701976776,0.6545000076293945,0.11580000072717667,0.7186999917030334,0.014700000174343586,0.05570000037550926,0.13619999587535858,0.1031000018119812,0.2881999909877777
sample44_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.32760000228881836,0.1753000020980835,0.4214000105857849,0.14059999585151672,0.8170999884605408,0.008500000461935997,0.03060000017285347,0.027000000700354576,0.03449999913573265,0.04340000078082085
sample45_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21539999544620514,0.09929999709129333,0.1995999962091446,0.09740000218153,0.7890999913215637,0.03200000151991844,0.019500000402331352,0.07959999889135361,0.08139999955892563,0.024800000712275505
sample46_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.210999995470047,0.0731000006198883,0.24789999425411224,0.08820000290870667,0.7153000235557556,0.08259999752044678,0.00800000037997961,0.060100000351667404,0.05590000003576279,0.040800001472234726
sample47_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.3165000081062317,0.19529999792575836,0.46129998564720154,0.07159999758005142,0.8267999887466431,0.017999999225139618,0.057999998331069946,0.1445000022649765,0.05169999971985817,0.039000000804662704
sample48_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.15150000154972076,0.11270000040531158,0.1582999974489212,0.08919999748468399,0.6657999753952026,0.1671999990940094,0.01549999974668026,0.0544000007212162,0.05310000106692314,0.008700000122189522
sample49_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2190999984741211,0.09929999709129333,0.29679998755455017,0.1014999970793724,0.7250999808311462,0.027400000020861626,0.023399999365210533,0.10130000114440918,0.08820000290870667,0.07029999792575836
sample50_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2854999899864197,0.15379999577999115,0.21230000257492065,0.09179999679327011,0.8858000040054321,0.010599999688565731,0.017999999225139618,0.07450000196695328,0.0658000037074089,0.1704999953508377
sample51_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.24819999933242798,0.14749999344348907,0.48579999804496765,0.12060000002384186,0.6962000131607056,0.10329999774694443,0.021400000900030136,0.08969999849796295,0.12280000001192093,0.25290000438690186
sample52_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.35269999504089355,0.18799999356269836,0.515500009059906,0.13920000195503235,0.8679999709129333,0.026599999517202377,0.029999999329447746,0.0722000002861023,0.05480000004172325,0.1728000044822693
sample53_GFP_fused,Plastid,,0.1835000067949295,0.15389999747276306,0.30329999327659607,0.06480000168085098,0.426800012588501,0.6455000042915344,0.03220000118017197,0.06019999831914902,0.08829999715089798,0.336899995803833
sample54_GFP_fused,Extracellular,,0.3504999876022339,0.15639999508857727,0.7754999995231628,0.06509999930858612,0.3610000014305115,0.43950000405311584,0.03200000151991844,0.033799998462200165,0.0869000032544136,0.31679999828338623
sample55_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.24150000512599945,0.09269999712705612,0.47870001196861267,0.20059999823570251,0.8198999762535095,0.014600000344216824,0.022600000724196434,0.07779999822378159,0.04769999906420708,0.15289999544620514
sample56_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2815000116825104,0.08820000290870667,0.25609999895095825,0.0754999965429306,0.8252000212669373,0.047600001096725464,0.03200000151991844,0.0731000006198883,0.13249999284744263,0.10750000178813934
sample57_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1290999948978424,0.14319999516010284,0.0794999971985817,0.164000004529953,0.769599974155426,0.3230000138282776,0.05169999971985817,0.07500000298023224,0.051500000059604645,0.07349999994039536
sample58_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.3100999891757965,0.10570000112056732,0.2304999977350235,0.11990000307559967,0.6186000108718872,0.14659999310970306,0.025800000876188278,0.11980000138282776,0.11379999667406082,0.14820000529289246
sample59_GFP_fused,Mitochondrion,,0.2069000005722046,0.1103999987244606,0.34610000252723694,0.062199998646974564,0.6105999946594238,0.11249999701976776,0.007199999876320362,0.1257999986410141,0.11230000108480453,0.13300000131130219
sample60_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21930000185966492,0.1306000053882599,0.1777999997138977,0.11760000139474869,0.6547999978065491,0.2045000046491623,0.05400000140070915,0.07930000126361847,0.0608999989926815,0.1379999965429306
sample61_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2791000008583069,0.09769999980926514,0.2572000026702881,0.0997999981045723,0.8756999969482422,0.01899999938905239,0.01209999993443489,0.07580000162124634,0.06719999760389328,0.08309999853372574
sample62_GFP_fused,Extracellular|Mitochondrion,Mitochondrial transit peptide,0.3352999985218048,0.20730000734329224,0.6621000170707703,0.11569999903440475,0.7299000024795532,0.04820000007748604,0.032099999487400055,0.06270000338554382,0.09319999814033508,0.0640999972820282
sample63_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.23010000586509705,0.15459999442100525,0.271699994802475,0.09510000050067902,0.882099986076355,0.01810000091791153,0.020400000736117363,0.07670000195503235,0.07339999824762344,0.07530000060796738
sample64_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.20960000157356262,0.14180000126361847,0.23980000615119934,0.07370000332593918,0.7354000210762024,0.035999998450279236,0.006399999838322401,0.07680000364780426,0.05909999832510948,0.039500001817941666
sample65_GFP_fused,Extracellular,Signal peptide,0.2867000102996826,0.21809999644756317,0.7678999900817871,0.2554999887943268,0.5845999717712402,0.004000000189989805,0.0754999965429306,0.21040000021457672,0.11330000311136246,0.12290000170469284
sample66_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1492999941110611,0.12280000001192093,0.17520000040531158,0.1347000002861023,0.9093000292778015,0.006300000008195639,0.020899999886751175,0.10689999908208847,0.0706000030040741,0.044199999421834946
sample67_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.16369999945163727,0.10350000113248825,0.16500000655651093,0.08259999752044678,0.8853999972343445,0.00800000037997961,0.019500000402331352,0.1136000007390976,0.07259999960660934,0.059700001031160355
sample68_GFP_fused,Cytoplasm,,0.6474000215530396,0.32429999113082886,0.44209998846054077,0.34220001101493835,0.5130000114440918,0.05040000006556511,0.23440000414848328,0.18050000071525574,0.17470000684261322,0.013500000350177288
sample69_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.3312999904155731,0.1266999989748001,0.29100000858306885,0.09780000150203705,0.876800000667572,0.016599999740719795,0.02019999921321869,0.06260000169277191,0.07329999655485153,0.05700000002980232
sample70_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.22529999911785126,0.10869999974966049,0.31029999256134033,0.08500000089406967,0.8619999885559082,0.04399999976158142,0.005900000222027302,0.09179999679327011,0.07440000027418137,0.07209999859333038
sample71_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2370000034570694,0.12729999423027039,0.4002000093460083,0.09870000183582306,0.8529999852180481,0.013199999928474426,0.06710000336170197,0.10610000044107437,0.08389999717473984,0.15389999747276306
sample72_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21529999375343323,0.181099995970726,0.14959999918937683,0.06960000097751617,0.8615999817848206,0.004900000058114529,0.011099999770522118,0.06469999998807907,0.06379999965429306,0.012199999764561653
sample73_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.16040000319480896,0.13830000162124634,0.1096000000834465,0.13449999690055847,0.8100000023841858,0.12330000102519989,0.03779999911785126,0.05570000037550926,0.05169999971985817,0.06960000097751617
sample74_GFP_fused,Mitochondrion,,0.164900004863739,0.05550000071525574,0.4138000011444092,0.14000000059604645,0.5313000082969666,0.13359999656677246,0.01489999983459711,0.11069999635219574,0.11129999905824661,0.05920000001788139
sample75_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.25540000200271606,0.133200004696846,0.17479999363422394,0.09539999812841415,0.7781999707221985,0.019999999552965164,0.03180000185966492,0.05609999969601631,0.051500000059604645,0.020800000056624413
sample76_GFP_fused,Mitochondrion,,0.2011999934911728,0.12630000710487366,0.36809998750686646,0.043299999088048935,0.3684999942779541,0.34540000557899475,0.0066999997943639755,0.05779999867081642,0.05640000104904175,0.061400000005960464
sample77_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.3402000069618225,0.08889999985694885,0.3400000035762787,0.10589999705553055,0.8866000175476074,0.00930000003427267,0.010400000028312206,0.10649999976158142,0.08209999650716782,0.07090000063180923
sample78_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.33079999685287476,0.10679999738931656,0.37950000166893005,0.1363999992609024,0.6208999752998352,0.11429999768733978,0.025200000032782555,0.0812000036239624,0.0723000019788742,0.06129999831318855
sample79_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.24539999663829803,0.12849999964237213,0.5220000147819519,0.12049999833106995,0.792900025844574,0.042899999767541885,0.03909999877214432,0.14830000698566437,0.13269999623298645,0.0632999986410141
sample80_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.26669999957084656,0.11100000143051147,0.35910001397132874,0.10809999704360962,0.9004999995231628,0.02710000053048134,0.06700000166893005,0.12549999356269836,0.07729999721050262,0.2011999934911728
sample81_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.3684999942779541,0.21119999885559082,0.5867000222206116,0.16259999573230743,0.7955999970436096,0.026200000196695328,0.029400000348687172,0.14030000567436218,0.09470000118017197,0.09549999982118607
sample82_GFP_fused,Extracellular|Mitochondrion,,0.3865000009536743,0.24809999763965607,0.6754999756813049,0.14020000398159027,0.6432999968528748,0.07829999923706055,0.053700000047683716,0.09549999982118607,0.08150000125169754,0.2639999985694885
sample83_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.16910000145435333,0.0877000018954277,0.13930000364780426,0.051600001752376556,0.7192999720573425,0.05860000103712082,0.02280000038444996,0.03240000084042549,0.06129999831318855,0.012000000104308128
sample84_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.28459998965263367,0.2621000111103058,0.4717999994754791,0.17810000479221344,0.8598999977111816,0.02810000069439411,0.04800000041723251,0.08540000021457672,0.057999998331069946,0.27880001068115234
sample85_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.20489999651908875,0.10019999742507935,0.22310000658035278,0.11140000075101852,0.9435999989509583,0.005499999970197678,0.01889999955892563,0.06669999659061432,0.03550000116229057,0.06390000134706497
sample86_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2709999978542328,0.16609999537467957,0.3953999876976013,0.1826999932527542,0.7002999782562256,0.024000000208616257,0.16519999504089355,0.11389999836683273,0.07890000194311142,0.10140000283718109
sample87_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1923000067472458,0.11699999868869781,0.13500000536441803,0.11429999768733978,0.847100019454956,0.03999999910593033,0.043800000101327896,0.07890000194311142,0.040800001472234726,0.0272000003606081
sample88_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.37610000371932983,0.13330000638961792,0.3808000087738037,0.1395999938249588,0.8766999840736389,0.05209999904036522,0.01810000091791153,0.09449999779462814,0.06520000100135803,0.06939999759197235
sample89_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1459999978542328,0.13050000369548798,0.1185000017285347,0.147599995136261,0.7903000116348267,0.15940000116825104,0.02810000069439411,0.05889999866485596,0.036400001496076584,0.046799998730421066
sample90_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.24300000071525574,0.13860000669956207,0.3149000108242035,0.12280000001192093,0.8137000203132629,0.02969999983906746,0.01600000075995922,0.13760000467300415,0.07169999927282333,0.10270000249147415
sample91_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2759999930858612,0.14630000293254852,0.5745000243186951,0.08560000360012054,0.7581999897956848,0.029600000008940697,0.022199999541044235,0.15219999849796295,0.0885000005364418,0.21870000660419464
sample92_GFP_fused,Plastid,Chloroplast transit peptide,0.17910000681877136,0.1257999986410141,0.1574999988079071,0.03830000013113022,0.17470000684261322,0.9330000281333923,0.00839999970048666,0.02290000021457672,0.032999999821186066,0.005200000014156103
sample93_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.19859999418258667,0.11670000106096268,0.2362000048160553,0.09730000048875809,0.792900025844574,0.014800000004470348,0.016100000590085983,0.0966000035405159,0.06780000030994415,0.08349999785423279
sample94_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.22139999270439148,0.1467999964952469,0.23090000450611115,0.12319999933242798,0.724399983882904,0.11800000071525574,0.013299999758601189,0.10279999673366547,0.07100000232458115,0.0364999994635582
sample95_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21649999916553497,0.147599995136261,0.08550000190734863,0.10520000010728836,0.8521999716758728,0.013500000350177288,0.017500000074505806,0.05169999971985817,0.0421999990940094,0.013100000098347664
sample96_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.3025999963283539,0.09260000288486481,0.25929999351501465,0.07000000029802322,0.8040000200271606,0.012299999594688416,0.01590000092983246,0.0940999984741211,0.06700000166893005,0.031700000166893005
sample97_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2948000133037567,0.09560000151395798,0.30640000104904175,0.10970000177621841,0.7687000036239624,0.06930000334978104,0.0210999995470047,0.052799999713897705,0.023099999874830246,0.009499999694526196
sample98_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21899999678134918,0.10360000282526016,0.11909999698400497,0.08560000360012054,0.8974000215530396,0.0044999998062849045,0.02710000053048134,0.0617000013589859,0.07000000029802322,0.048900000751018524
sample99_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21649999916553497,0.1534000039100647,0.3285999894142151,0.08550000190734863,0.7019000053405762,0.06120000034570694,0.0142000000923872,0.093299999833107,0.07020000368356705,0.1379999965429306
sample100_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2345999926328659,0.2076999992132187,0.41370001435279846,0.07859999686479568,0.6577000021934509,0.022700000554323196,0.007799999788403511,0.03319999948143959,0.039799999445676804,0.039000000804662704
sample101_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.18240000307559967,0.10019999742507935,0.23659999668598175,0.11580000072717667,0.744700014591217,0.12210000306367874,0.0794999971985817,0.05090000107884407,0.07569999992847443,0.21789999306201935
sample102_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.20900000631809235,0.1298999935388565,0.37059998512268066,0.1152999997138977,0.6546000242233276,0.015300000086426735,0.06889999657869339,0.08550000190734863,0.07760000228881836,0.20679999887943268
sample103_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.20229999721050262,0.16750000417232513,0.18119999766349792,0.1501999944448471,0.8659999966621399,0.012799999676644802,0.04899999871850014,0.12240000069141388,0.062300000339746475,0.04410000145435333
sample104_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.19499999284744263,0.09880000352859497,0.3659000098705292,0.09920000284910202,0.7339000105857849,0.041200000792741776,0.017500000074505806,0.09910000115633011,0.09799999743700027,0.03840000182390213
sample105_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.21449999511241913,0.09459999948740005,0.3790999948978424,0.08290000259876251,0.6865000128746033,0.05999999865889549,0.008700000122189522,0.11680000275373459,0.10890000313520432,0.039799999445676804
sample106_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.14710000157356262,0.15049999952316284,0.17890000343322754,0.17659999430179596,0.75,0.05909999832510948,0.03759999945759773,0.09040000289678574,0.04960000142455101,0.06400000303983688
sample107_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1437000036239624,0.20730000734329224,0.1868000030517578,0.15870000422000885,0.7947999835014343,0.020800000056624413,0.03229999914765358,0.09210000187158585,0.062300000339746475,0.060100000351667404
sample108_GFP_fused,Extracellular,Signal peptide,0.3294999897480011,0.17239999771118164,0.6812999844551086,0.08479999750852585,0.553600013256073,0.0860000029206276,0.14180000126361847,0.16619999706745148,0.13590000569820404,0.16249999403953552
sample109_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.2590999901294708,0.13680000603199005,0.14069999754428864,0.08869999647140503,0.9039000272750854,0.00860000029206276,0.02419999986886978,0.065700002014637,0.05979999899864197,0.03539999946951866
sample110_GFP_fused,Plastid,,0.12389999628067017,0.13729999959468842,0.17030000686645508,0.08089999854564667,0.5907999873161316,0.7411999702453613,0.017100000753998756,0.057999998331069946,0.06030000001192093,0.11749999970197678
sample111_GFP_fused,Mitochondrion,,0.11410000175237656,0.08799999952316284,0.29499998688697815,0.07270000129938126,0.536300003528595,0.13570000231266022,0.006899999920278788,0.04259999841451645,0.06539999693632126,0.006800000090152025
sample112_GFP_fused,Extracellular,Signal peptide,0.27570000290870667,0.17180000245571136,0.8691999912261963,0.13660000264644623,0.4966000020503998,0.021199999377131462,0.12780000269412994,0.09759999811649323,0.1315000057220459,0.21940000355243683
sample113_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.15070000290870667,0.11490000039339066,0.17509999871253967,0.09210000187158585,0.8799999952316284,0.005799999926239252,0.020500000566244125,0.06340000033378601,0.03999999910593033,0.009999999776482582
sample114_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.1875,0.1039000004529953,0.2303999960422516,0.13369999825954437,0.8841000199317932,0.00989999994635582,0.020400000736117363,0.055799998342990875,0.03700000047683716,0.038600001484155655
sample115_GFP_fused,Mitochondrion,Mitochondrial transit peptide,0.33180001378059387,0.14079999923706055,0.5365999937057495,0.12870000302791595,0.822700023651123,0.014700000174343586,0.03269999846816063,0.042500000447034836,0.0640999972820282,0.133200004696846
